business_persona,industry,location,years_in_operation,monthly_revenue_avg,monthly_expenses_avg,profit_margin,revenue_growth_rate,cash_flow_variability,num_transactions_per_month,avg_transaction_value,total_debt,debt_to_income_ratio,late_payment_count,missed_payments,repayment_history_score,revenue_volatility,expense_spikes,declining_revenue_trend,cash_flow_gaps,stress_index,payment_stress,liquidity_risk,industry_risk,default_risk
distressed,agriculture,urban,3,39912.08162297033,26077.064475163617,0.34663732346759724,-0.15618383336420047,0.8016159246618977,296,134.83811359111596,66939.01156951436,1.677161622434381,7,2,48,31994.16021537849,1,1,5,1.344439464775185,6.5,4.008079623309488,0.8,1
distressed,services,peri-urban,1,61058.69353927107,45423.65255360003,0.2560657636019523,-0.08571525603211741,0.4848553501978105,281,217.29072433904295,81847.00421589629,1.3404643871597877,6,3,40,29604.634238604067,1,1,3,0.6499313298640523,7.5,1.4545660505934315,0.3,1
seasonal,agriculture,rural,13,66255.49569087697,33972.77160323146,0.48724598240521005,0.10272808501212889,0.35899025706783194,474,139.77952677400205,83543.34866526419,1.26092707924254,2,2,68,23785.077430224555,1,0,3,0.45266053632106995,4.0,1.076970771203496,0.8,1
distressed,agriculture,rural,6,44911.98753129953,41287.967854821334,0.08069158983339549,0.0721022342720739,0.8190396664777494,124,362.1934478330607,85333.27779254224,1.9000111659069372,5,4,32,36784.6992884884,1,0,1,1.5561845116284176,8.5,0.8190396664777494,0.8,1
distressed,retail,urban,7,49473.3664532272,43090.398728871965,0.12901826137887304,-0.10205504942901651,0.6834105169317568,348,142.16484612996322,127319.22714515579,2.5734902690627517,4,3,48,33810.61894215424,0,1,5,1.7587503150990211,6.5,3.417052584658784,0.4,1
seasonal,services,urban,10,62743.574823676434,50397.54321597598,0.1967696555766161,0.02279795652267868,0.40573245613171083,150,418.29049882450954,93317.68026637207,1.4872866349839926,5,0,80,25457.104719694016,0,0,2,0.6034404593839225,2.5,0.8114649122634217,0.3,1
stable,services,rural,6,104946.98993642945,63174.085488140256,0.39803813785981573,0.11028459734633692,0.21587472654415302,787,133.35068606916067,29935.18334360145,0.2852409903488835,1,0,96,22655.402754158687,1,0,0,0.061576320790748616,0.5,0.0,0.3,0
growth,services,rural,2,81113.81278649636,56150.69354103896,0.3077542330695765,0.32517798945288756,0.22404648026023682,680,119.28501880367112,111209.56780283508,1.3710311965676578,2,0,92,18173.264255302303,0,0,1,0.30717471391796464,1.0,0.22404648026023682,0.3,1
growth,retail,urban,7,127903.37773816526,108509.74121388237,0.15162724290193627,0.18053617857529425,0.26538356557648896,532,240.41988296647605,59560.18682615485,0.4656654724794074,2,0,92,33943.454433430816,1,0,5,0.12357996345244554,1.0,1.3269178278824447,0.4,0
stable,services,urban,10,105065.02833574632,58351.300734830395,0.44461728456054195,0.12679674250524697,0.13335690091302677,365,287.84939270067485,32401.799662634778,0.3083975722072946,1,0,96,14011.146573194472,0,0,1,0.0411269444786662,0.5,0.13335690091302677,0.3,0
distressed,manufacturing,rural,4,55058.744096709386,33225.44220151214,0.39654558514534166,-0.1573421148647922,0.5035191836942592,360,152.94095582419274,151222.6911095854,2.7465699334508304,4,2,60,27723.13388280622,0,1,8,1.382950650850358,5.0,4.0281534695540735,0.6,1
distressed,retail,rural,5,52583.26590689751,36565.42824826593,0.304618539422643,-0.018424868618282048,0.7002262584667229,224,234.7467227986496,138097.6762055132,2.6262666234924468,7,2,48,36820.183543947634,0,1,7,1.8389808515041497,6.5,4.901583809267061,0.4,1
distressed,manufacturing,urban,6,9675.350316812292,8555.900049541557,0.11570126461731639,-0.25785113043176044,0.7254228189421512,339,28.54085639177667,105565.55786060088,10.91077370885122,5,2,56,7018.719901074808,1,1,5,7.914924220714762,5.5,3.6271140947107563,0.6,1
seasonal,agriculture,rural,13,98321.55154760482,67267.25510703854,0.3158442472862175,-0.11280172658987164,0.6333084627487663,299,328.83462056055123,79978.12968528923,0.8134343735062585,5,1,68,62267.87066568719,1,1,1,0.5151548726322543,4.0,0.6333084627487663,0.8,1
stable,manufacturing,rural,11,111843.50715459698,71425.11099678156,0.3613834829226754,-0.0021484527806014675,0.17604614641433308,599,186.71704032486974,50272.97052137529,0.4494938669250142,1,0,96,19689.61843603069,0,1,1,0.0791316631090258,0.5,0.17604614641433308,0.6,1
distressed,services,urban,5,61330.38339133095,41309.64633591486,0.32644076146841794,-0.10251451565500726,0.6564531835098485,374,163.9849823297619,144009.20545809186,2.3480891117084974,11,3,20,40260.52542311874,1,1,5,1.5414105725458553,10.0,3.2822659175492426,0.3,1
growth,retail,rural,3,111155.90632408134,79655.03446829654,0.28339359461423697,0.4098853886175153,0.29572043406185144,381,291.7477856275101,41860.588736514066,0.3765934723654463,3,1,76,32871.07286669583,1,0,1,0.11136638511276964,3.0,0.29572043406185144,0.4,1
stable,services,rural,12,118694.06227975564,63981.035204550484,0.4609584171636947,0.025651896258285983,0.2202408067525738,512,231.82434039014774,46354.619525559974,0.39053865572739926,0,1,88,26141.276033233622,0,0,0,0.08601254860546809,1.5,0.0,0.3,0
stable,services,urban,18,97936.63903554488,81726.25287098424,0.16551911852598167,0.109806782825512,0.11474087893950119,310,315.92464205014477,61998.96151525069,0.633051758012126,0,0,100,11237.336043319081,0,0,0,0.07263691512850776,0.0,0.0,0.3,0
distressed,manufacturing,urban,6,48307.07505388294,40588.29537712551,0.15978569739831489,-0.13769753524113,0.5160718107211071,271,178.254889497723,104423.40794326269,2.1616586768457036,3,2,64,24929.91969369779,1,1,1,1.1155711075207546,4.5,0.5160718107211071,0.6,1
growth,retail,peri-urban,7,91696.88740806919,72760.21548657824,0.20651379187189897,-0.010600706370643864,0.22573197122483393,534,171.7170176181071,79952.08910017829,0.8719171540073739,2,0,92,20698.91914980511,0,1,3,0.19681957791883162,1.0,0.6771959136745018,0.4,1
distressed,services,peri-urban,3,11737.38529854858,7705.021788800997,0.34354870417743005,-0.09369653053965864,0.8522952872512908,186,63.104222035207414,129794.54249136211,11.058216049822633,4,5,24,10003.71817460554,1,1,5,9.424865424670415,9.5,4.261476436256454,0.3,1
growth,services,urban,4,95852.26888924566,67009.8543355875,0.30090487046253106,0.2764817464390307,0.3752124155284402,664,144.35582664043022,111275.53700158113,1.1609066565774941,3,0,88,35964.96134381543,1,0,1,0.43558659081748696,1.5,0.3752124155284402,0.3,1
stable,agriculture,urban,10,113329.87289729295,79341.30130254774,0.2999083183085179,0.08955502595740808,0.1559927549263896,545,207.94472091246413,59221.4274681815,0.5225579624698943,0,0,100,17678.639088706303,0,0,1,0.08151525617439971,0.0,0.1559927549263896,0.8,0
stable,services,peri-urban,18,96550.21980765052,71388.24181386929,0.2606102611046301,0.11235017412152186,0.2421700382986149,626,154.23357796749283,15760.161036249203,0.16323278256276313,1,0,96,23381.57042855841,0,0,2,0.03953008920481382,0.5,0.4843400765972298,0.3,0
stable,retail,rural,7,131678.1278005754,102766.2508474864,0.21956476322989354,0.15571867942175438,0.09409533217625272,700,188.11161114367914,0.0,0.0,2,0,92,12390.2971757422,0,0,1,0.0,1.0,0.09409533217625272,0.4,1
seasonal,manufacturing,urban,11,30334.3953582436,20832.567405910602,0.31323610838845367,-0.061007866373568184,0.4875611192209298,476,63.7277213408479,47279.928617987985,1.558624395166634,1,1,84,14789.871751755429,1,1,2,0.7599246545524889,2.0,0.9751222384418596,0.6,1
stable,agriculture,rural,6,113756.07025421663,69028.3397581168,0.3931898350228206,0.1613638216071736,0.0765799831040252,673,169.0283361875433,36226.0382416729,0.31845367162136207,1,0,96,8711.437938048211,0,0,4,0.024387176792178694,0.5,0.3063199324161008,0.8,0
seasonal,retail,urban,8,67524.2013659228,54625.34561810349,0.19102566912148514,0.11785244908275373,0.737874610060641,248,272.27500550775324,54398.36672804354,0.805612885863713,3,1,76,49824.39375253649,0,0,1,0.594441294016515,3.0,0.737874610060641,0.4,1
seasonal,services,rural,2,101650.01570530381,69049.89629527058,0.32070943800486057,-0.032857237563179334,0.5958416911161901,279,364.3369738541355,62860.831259407205,0.6184045405526416,1,2,72,60567.31725983551,0,1,1,0.36847120723681653,3.5,0.5958416911161901,0.3,1
seasonal,retail,urban,8,64853.1337945402,53823.14754279588,0.1700763803748972,0.035461075860596,0.3859230766760149,170,381.4890223208247,29084.787355843946,0.4484715796153634,3,3,52,25028.320926070188,1,0,2,0.1730755318069134,6.0,0.7718461533520298,0.4,1
growth,services,urban,7,60366.636120226285,40827.88100139556,0.323668111635661,0.30762842317125505,0.3955207908874953,691,87.36126790191938,70107.53821768276,1.1613623472087542,3,1,76,23876.25966148954,0,0,0,0.4593429540749644,3.0,0.0,0.3,1
seasonal,services,rural,10,88211.18875160796,80816.70050914728,0.08382710115473743,0.04417140617001135,0.740457144247783,174,506.9608548942986,108542.10287940242,1.230479992566973,3,2,64,65316.60491371778,1,0,2,0.911117701350174,4.5,1.480914288495566,0.3,1
stable,services,peri-urban,16,84000.84194913588,62683.79197914687,0.25377186079750125,0.17286570765746684,0.19881551274935455,732,114.75524856439328,68379.29422992868,0.8140310578236067,0,0,100,16700.670463494942,0,0,1,0.16184200215509986,0.0,0.19881551274935455,0.3,0
stable,retail,peri-urban,8,114646.49933508769,89316.66287606928,0.22093859477544625,0.12002096593808509,0.20016562671012694,465,246.55161147330685,62868.40971555392,0.5483674606740737,3,0,88,22948.28838952998,0,0,0,0.10976431643326685,1.5,0.0,0.4,1
stable,manufacturing,urban,5,105367.28063206055,75597.05740744126,0.2825376440014243,0.1297311311520689,0.2156515342591901,387,272.2668750182443,35433.70402505229,0.33628754403167854,2,0,92,22722.615729022502,0,0,1,0.07252092482268642,1.0,0.2156515342591901,0.6,0
seasonal,manufacturing,urban,12,68162.36217121854,55708.99448701938,0.18270152746345958,-0.25059441490519596,0.5862457985318437,229,297.6522365555395,24011.440472397953,0.35226831505755457,5,1,68,39959.898440882745,0,1,2,0.20651581965838317,4.0,1.1724915970636873,0.6,1
stable,retail,rural,11,145369.11661293847,107787.99614495457,0.25852203923098627,0.02421739828640132,0.1163531253540336,455,319.49256398448017,54681.56674855779,0.3761566969836762,2,1,80,16914.151047870357,0,0,1,0.04376700731690091,2.5,0.1163531253540336,0.4,1
growth,retail,urban,8,99847.52472711017,61768.25971743941,0.3813741513747475,0.2630218954707382,0.3841514685900268,284,351.57579129264144,84502.9177444247,0.8463196055723636,3,0,88,38356.57325899839,1,0,0,0.3251149193771557,1.5,0.0,0.4,1
stable,retail,peri-urban,6,169439.7870846076,100125.10644377777,0.4090814904424923,0.1346668262847316,0.17349895766900258,455,372.3951364496871,86311.81774497486,0.5093952207451498,1,0,96,29397.62644683715,0,0,1,0.08837953984085496,0.5,0.17349895766900258,0.4,1
stable,manufacturing,urban,5,98936.99734292488,58734.87503095359,0.40634063486510485,0.05207860964778708,0.21682344435087247,396,249.84090238112344,40938.22548628122,0.4137807552859675,1,0,96,21451.86053762609,0,0,0,0.08971736856720897,0.5,0.0,0.6,0
stable,retail,rural,9,132890.13242680192,118485.16794002328,0.10839754783684284,0.18484528615892182,0.10287364876577498,423,314.1610695669076,30624.554236422016,0.23045017472076434,1,0,96,13670.892807712145,0,0,0,0.023707250332235388,0.5,0.0,0.4,0
distressed,services,urban,1,53471.41027504976,38857.26979202012,0.27330755646534227,-0.17597137521751738,0.7067274891949475,381,140.34490885839833,160734.77729916628,3.0059947263849622,5,0,80,37789.71552739884,1,1,6,2.1244191055112975,2.5,4.240364935169685,0.3,1
growth,services,peri-urban,7,128010.6599250893,64636.39467294319,0.4950702175055747,0.3131063949413402,0.3608846077837288,290,441.4160687072045,93598.07347569082,0.7311740563673649,1,0,96,46197.07679920214,0,0,3,0.26386946255377447,0.5,1.0826538233511864,0.3,1
seasonal,retail,peri-urban,3,98756.77817933029,62356.94929263703,0.368580562851044,0.14285515594350517,0.7144029258215565,188,525.3020115921823,70073.2487945957,0.7095538158135456,3,1,76,70552.13127602401,1,0,5,0.5069073220450467,3.0,3.5720146291077826,0.4,1
growth,services,urban,3,98364.00130578337,80489.91225242376,0.18171372469684896,0.2940926385850504,0.24211368662944963,646,152.26625589130552,108025.90183251994,1.0982259810344712,1,2,72,23815.27098776721,0,0,2,0.26589554102049984,3.5,0.48422737325889925,0.3,1
seasonal,retail,peri-urban,12,75621.83433841917,59185.138307899186,0.2173538393285103,-0.08636610352142471,0.743864708482058,473,159.87702819961768,63170.86139956101,0.8353521433619532,4,0,84,56252.41375502666,0,1,3,0.6213889786018016,2.0,2.2315941254461737,0.4,1
growth,retail,rural,6,80278.07917547812,70328.74566524339,0.12393586907437956,0.2457456687987744,0.2988497599371749,584,137.46246434157214,55208.65896545639,0.6877177373013245,2,0,92,23991.084689809155,0,0,0,0.20552428069703793,1.0,0.0,0.4,0
growth,services,urban,8,91617.7385263721,79092.57776096519,0.13671108856066722,0.17127163363572595,0.43738480852118455,273,335.5961118182128,120419.5328753646,1.314369191078668,1,1,84,40072.207022501214,1,0,0,0.5748851169660874,2.0,0.0,0.3,1
growth,services,urban,9,115623.17017710439,102939.17580085296,0.10970114689662008,0.08993964395560189,0.31770514355919355,641,180.37936065070886,83740.20715194814,0.7242510910545014,0,2,76,36734.07587988602,0,0,1,0.23009829685637292,3.0,0.31770514355919355,0.3,1
growth,services,peri-urban,4,105797.4427690043,92182.94953238434,0.12868452091366256,0.20214274615552974,0.20819576691140976,623,169.81933028732632,72909.67713753977,0.6891440400570842,3,0,88,22026.579734558833,0,0,4,0.14347687193211192,1.5,0.832783067645639,0.3,0
distressed,services,peri-urban,4,19427.012262697714,16718.4508825259,0.1394224363245289,-0.11602584586899921,0.7307374843992583,366,53.079268477316155,81563.25560326851,4.198445674525059,4,3,48,14196.046070237271,1,1,6,3.067961630589389,6.5,4.38442490639555,0.3,1
growth,retail,rural,5,71871.36785614087,53061.33626253991,0.261718013093218,0.14300793138132212,0.22733286767008984,484,148.49456168624147,75443.87374280745,1.0497069416268434,1,0,96,16338.724158108422,1,0,0,0.23863288925322992,0.5,0.0,0.4,1
distressed,manufacturing,peri-urban,1,54920.980165499815,37842.35029682133,0.31096731735692723,-0.09516297859322143,0.8547862418352772,302,181.8575502168868,148587.1755475978,2.7054720272624904,5,3,44,46945.69823357739,1,1,7,2.3126002665741727,7.0,5.9835036928469405,0.6,1
distressed,agriculture,rural,3,52263.26871428895,32977.50076075107,0.3690118974182165,-0.11935206136861712,0.48501335235375675,234,223.34730219781602,143100.21191479283,2.7380647141893895,7,1,60,25348.383164082497,1,1,5,1.3279979459905267,5.0,2.4250667617687838,0.8,1
stable,retail,urban,9,142673.63808089652,76667.84843522903,0.4626347973845172,0.18290965732274223,0.2451562314986473,522,273.3211457488439,43951.061175469295,0.30805313277670027,1,0,96,34977.331446114484,0,0,0,0.07552114513288827,0.5,0.0,0.4,0
growth,retail,peri-urban,8,96480.36425673155,84763.6219565678,0.12144172952110573,0.17447280628687512,0.26872246433250846,486,198.51926801796617,62000.480494780684,0.6426227862262122,1,0,96,25926.44124276697,1,0,0,0.1726871787509305,0.5,0.0,0.4,0
stable,retail,urban,8,107956.3331882666,89480.51505683373,0.17114158647100977,0.05064972329721398,0.05538615922113799,410,263.3081297274795,33517.11906672891,0.31046922470289845,0,0,100,5979.286658895557,1,0,1,0.017195697912658,0.0,0.05538615922113799,0.4,0
growth,agriculture,urban,4,112914.68046914831,68422.17701831307,0.3940364819346226,-0.006584755759741656,0.321446176158644,537,210.26942359245496,63879.753389730366,0.5657347045071277,3,2,64,36295.99226898285,0,1,3,0.1818532574840566,4.5,0.964338528475932,0.8,1
growth,services,rural,2,105809.23553378349,54421.57312722217,0.48566329911866646,0.26566174431284756,0.20383751086658244,280,377.89012690636963,67811.53319808823,0.6408848231063621,1,2,72,21567.891197902372,0,0,3,0.13063636709417084,3.5,0.6115125325997474,0.3,1
seasonal,services,urban,13,70749.67043488508,45820.15915498311,0.35236222482260193,0.24616419423967784,0.41439334755705937,398,177.7629910424248,48673.081280392915,0.6879619506523286,6,2,52,29318.19277007074,0,0,3,0.2850868557227029,6.0,1.243180042671178,0.3,1
stable,retail,urban,7,112077.51714301111,75074.31992402696,0.3301571819419233,0.07973802273079411,0.19473234065869877,460,243.64677639785023,22550.065452210216,0.20120061567242156,1,0,96,21825.11724847399,1,0,0,0.039180266831861925,0.5,0.0,0.4,0
stable,retail,urban,6,137876.51797131804,82694.11355409764,0.400230621059779,0.1373160458877893,0.07833296749468428,652,211.46705210324853,27508.94950335446,0.19951874262647862,0,1,88,10800.27680052751,1,0,2,0.01562889518074023,1.5,0.15666593498936857,0.4,1
stable,services,rural,9,102821.76851245943,64475.25920938083,0.3729415459181872,0.15872476614161304,0.2426601135403551,698,147.3091239433516,28055.176863311033,0.27285250262848226,4,1,72,24950.742021653514,0,0,2,0.06621041926759755,3.5,0.4853202270807102,0.3,1
stable,services,peri-urban,18,111266.84072772367,67612.55871973299,0.3923386493449132,0.09562955994566963,0.0901678119098776,633,175.77699956986362,47654.69809291143,0.42829200309124627,0,0,100,10032.687566543696,0,0,1,0.03861815277723621,0.0,0.0901678119098776,0.3,0
distressed,services,peri-urban,3,54561.18073396902,52389.66996034476,0.03979955610220703,-0.19680968043780606,0.7043162217906052,349,156.335761415384,128343.18974486177,2.352280284597234,10,3,24,38428.32467098342,0,1,5,1.6567491626400535,9.5,3.5215811089530256,0.3,1
distressed,services,urban,7,48010.141665483185,29271.53833304885,0.39030510392987283,-0.02210611884243094,0.5575674693845939,251,191.27546480272184,94604.25495614592,1.9705056405647203,3,3,52,26768.89319321931,0,1,5,1.0986898434177392,6.0,2.7878373469229696,0.3,1
distressed,agriculture,peri-urban,5,45459.186783303805,26348.104244123675,0.4204008890497624,-0.10869530807590508,0.6190991757954651,232,195.94477061768882,185665.86429135792,4.08423197661664,7,3,36,28143.745069875487,1,1,1,2.5285446504808453,8.0,0.6190991757954651,0.8,1
distressed,services,rural,7,76424.5704439157,59844.384065663355,0.21694837513571294,-0.31792691396503114,0.637569418326597,89,858.703038695682,88119.08865915923,1.1530203983786285,6,1,64,48725.96892378737,1,1,7,0.7351305447129632,4.5,4.462985928286178,0.3,1
stable,retail,rural,7,124590.50498007105,83668.5471875352,0.32845165688253336,0.055335554166482,0.1809972895578355,426,292.4659741316222,52612.27187374175,0.42228155253209204,0,1,88,22550.543706034867,0,0,1,0.07643181643858339,1.5,0.1809972895578355,0.4,1
stable,agriculture,rural,10,80542.76955922246,58813.462389615815,0.2697859446418621,0.1662609724283643,0.2174582440689547,695,115.88887706362944,51860.40653202517,0.643886556370434,1,0,96,17514.689240798973,0,0,0,0.1400184399279206,0.5,0.0,0.8,0
stable,services,urban,12,96178.06397219782,81674.75629382102,0.15079641946805328,0.19007706705193855,0.07654119218726047,661,145.50387892919488,36601.24215585451,0.3805570692963296,2,0,92,7361.583678694625,0,0,0,0.02912829177923096,1.0,0.0,0.3,0
distressed,manufacturing,urban,7,41076.568182923635,34267.37377951037,0.16576833714759992,-0.17784503284762201,0.7737375080064471,102,402.7114527737611,213550.1871534079,5.198832244271688,5,3,44,31782.481503312247,1,1,4,4.022531505226341,7.0,3.0949500320257886,0.6,1
distressed,services,rural,3,36353.97162734922,27419.198104055085,0.24577159312553556,-0.009720921019314918,0.8234622216202488,148,245.63494342803529,120610.53987277567,3.3176716180864245,8,1,56,29936.122240976485,0,1,5,2.7319772412358927,5.5,4.117311108101244,0.3,1
growth,services,urban,2,125341.52160867851,80854.50143674747,0.3549264409827526,0.3558363581118984,0.3416092708876983,300,417.80507202892835,64169.384354189446,0.5119563216611408,2,0,92,42817.82580869535,0,0,2,0.17488902576901028,1.0,0.6832185417753966,0.3,1
stable,services,peri-urban,9,157090.49417167512,129280.15281868674,0.17703389055862329,0.16905465576214546,0.09704280272789192,762,206.15550416230332,35308.78360236116,0.22476715595390662,2,0,92,15244.501836328925,0,0,1,0.02181203477494428,1.0,0.09704280272789192,0.3,1
stable,services,peri-urban,17,110924.14020912239,72102.21658392916,0.34998624782669735,0.09706547415909984,0.17162093713016913,775,143.1279228504805,25092.64455990203,0.22621446073501694,1,0,96,19036.904893047857,0,0,0,0.03882313774373945,0.5,0.0,0.3,0
seasonal,services,rural,2,28761.7119300845,15636.416383160025,0.4563461166299886,-0.003915202896953192,0.609594660937212,292,98.49901345919349,75500.13127196903,2.6250221633364093,2,1,80,17532.986031993627,1,1,4,1.6001994956117251,2.5,2.438378643748848,0.3,1
stable,services,urban,8,119598.55200871838,63428.661875255246,0.469653596887766,0.21033207694745693,0.20643150681190792,446,268.1581883603551,48818.540497358495,0.4081867186301701,0,0,100,24688.90930368207,0,0,1,0.0842625993874343,0.0,0.20643150681190792,0.3,0
distressed,manufacturing,urban,1,58290.92704504383,48677.31557893626,0.16492466243809661,-0.12715446848755782,0.8431333100395919,384,151.79928917980163,125105.11127205327,2.1462192765501795,5,3,44,49147.02226476417,0,1,9,1.8095489627085313,7.0,7.588199790356327,0.6,1
stable,retail,urban,12,104528.7077945257,63918.0147558581,0.38851234168604576,0.05915429941857261,0.07359952499273333,415,251.87640432415833,56570.701935587334,0.541197754465592,0,0,100,7693.263241781313,0,0,1,0.039831897655801494,0.0,0.07359952499273333,0.4,0
stable,retail,rural,15,109936.51007285283,61941.79826747002,0.43656754042472,0.1390282502064601,0.19072756108048178,618,177.89079299814375,19092.74284024634,0.1736706288710997,1,1,84,20967.92243989504,0,0,1,0.03312377547589835,2.0,0.19072756108048178,0.4,0
distressed,services,peri-urban,4,37331.02704136292,28707.07912550203,0.23101287586611324,0.002945957939955432,0.8882395266873386,159,234.78633359347748,191352.93069857324,5.12584158176397,6,2,52,33158.89378997244,0,0,1,4.552975100460308,6.0,0.8882395266873386,0.3,1
stable,retail,urban,13,117907.51936789256,79044.8551159955,0.32960293338577157,0.15522557441992924,0.17826942525997652,429,274.84270248926003,14461.344704728883,0.12264989359675102,1,2,72,21019.305711543755,0,0,3,0.02186472603969008,3.5,0.5348082757799295,0.4,1
distressed,services,urban,2,59287.62068847101,38128.56470196188,0.35688826336428936,-0.036547552165254835,0.8010481949061796,391,151.63074344877498,105834.74785595825,1.7851070194243557,3,2,64,47492.241532781976,1,1,5,1.4299567556242307,4.5,4.005240974530898,0.3,1
distressed,retail,urban,3,68563.2111987052,64841.27246968093,0.054284778439527955,-0.23935262543440394,0.5762596804940588,112,612.1715285598679,96937.70159059473,1.4138442452710758,5,2,56,39510.21417901254,1,1,6,0.8147414330482738,5.5,3.4575580829643533,0.4,1
growth,retail,urban,3,41623.05099709901,37529.76702439259,0.0983417571429761,0.3582026991400856,0.32911121670983257,658,63.25691640896506,77812.97350971174,1.869468278890345,1,0,96,13698.612956830664,0,0,2,0.6152629798660381,0.5,0.6582224334196651,0.4,0
distressed,agriculture,rural,3,40388.883913664344,29381.787723743575,0.2725278622070776,-0.14080053801856288,0.505375316153128,325,124.27348896512106,87548.67682063556,2.167642884308971,6,4,28,20411.544976940106,1,1,5,1.0954732079647245,9.0,2.52687658076564,0.8,1
growth,agriculture,urban,3,67168.4827592237,38920.030450882456,0.4205611195596362,0.06691003072645707,0.42061505512425196,499,134.6061778741958,106848.52752748443,1.5907539241358224,3,1,76,28252.075078383245,1,0,3,0.669095049489509,3.0,1.2618451653727558,0.8,1
stable,agriculture,rural,15,85036.95050656275,57588.18691056851,0.3227863115090877,0.018903503860670023,0.06928591873721451,485,175.33391857023247,50016.98637602849,0.5881794452656016,1,0,96,5891.863242458239,0,0,1,0.04075255324757238,0.5,0.06928591873721451,0.8,0
distressed,services,urban,3,61297.96188609139,53393.505987861914,0.12895136567375842,-0.11224123217599243,0.7230003059331441,315,194.59670440029012,52859.19841028395,0.8623320708200869,3,2,64,44318.445196722285,0,1,2,0.6234663510188845,4.5,1.4460006118662883,0.3,1
growth,retail,rural,9,110856.27743015933,101443.11946596422,0.08491317029949434,0.24292578552005614,0.2496646983241763,430,257.80529634920777,62306.43879568257,0.5620470057271796,2,0,92,27676.89906194192,1,0,2,0.14032329612888286,1.0,0.4993293966483526,0.4,0
stable,services,rural,6,122471.30822886896,80526.47825389297,0.34248699210913425,-0.03242229866765084,0.1430460087036332,391,313.22585224774673,45846.465032200664,0.37434453583630234,1,0,96,17519.031822852136,0,1,1,0.05354849173139724,0.5,0.1430460087036332,0.3,1
seasonal,manufacturing,urban,7,53993.96267467325,38649.09291449257,0.2841960285937383,-0.2345848929857661,0.6409231601992968,206,262.1066149255983,88020.15019729262,1.6301850399022466,3,0,88,34605.98118913446,1,1,1,1.0448233474837647,1.5,0.6409231601992968,0.6,1
growth,services,peri-urban,2,70105.80552084284,38609.50338658628,0.44926810126862515,0.48314676808441637,0.23831215556719132,488,143.65943754271075,76743.6717022469,1.0946835448517966,4,0,84,16707.06563144636,0,0,4,0.26087639523756584,2.0,0.9532486222687653,0.3,0
distressed,retail,urban,5,86262.14092909444,63824.296523052275,0.2601123060982868,-0.09979809592759546,0.6946983465629225,161,535.7896952117667,95874.51258956426,1.1114321016953541,9,2,40,59926.166674419714,1,1,8,0.7721100433647164,7.5,5.55758677250338,0.4,1
distressed,services,rural,5,21543.665396639906,20095.296879458474,0.06722943800488702,-0.12495784275135806,0.6296019789227083,232,92.86062670965477,98654.65190946653,4.579288161653929,8,1,56,13563.934366973159,1,1,5,2.883128888634645,5.5,3.1480098946135415,0.3,1
stable,agriculture,rural,16,96430.97840328346,52043.786133866786,0.46030013388213525,0.021934438891053842,0.0800991523066281,792,121.75628586273164,30732.009198035412,0.3186943626094018,0,1,88,7724.0396262017675,0,0,0,0.02552714828991424,1.5,0.0,0.8,1
growth,services,urban,8,82575.40768297212,73195.71039266374,0.11358947601348106,0.1787088362395221,0.38872134603203107,580,142.37139255684846,63699.73704340479,0.7714129282650859,2,0,92,32098.823623668643,0,0,2,0.29986467182171483,1.0,0.7774426920640621,0.3,1
stable,retail,peri-urban,18,114343.63197381282,89150.3048813622,0.22032995329569766,0.1359623747657055,0.24685143938280552,350,326.69609135375094,54236.077241423234,0.47432529739692436,1,0,96,28225.89013699348,0,0,0,0.11708788239810808,0.5,0.0,0.4,1
stable,retail,peri-urban,14,127974.91445745357,114618.0809952162,0.10437071608028292,0.11690460744851676,0.24199378584164138,576,222.17867093307913,35492.747892314525,0.2773414465075842,1,0,96,30969.134042319398,0,0,0,0.06711490661116737,0.5,0.0,0.4,0
distressed,agriculture,urban,7,66345.65066235697,55555.7440103265,0.16263171050868025,-0.07306394051517578,0.5222758103691095,309,214.7108435674983,102304.74173000897,1.5419962078698006,5,2,56,34650.728464148335,1,1,5,0.805347319051294,5.5,2.6113790518455477,0.8,1
distressed,services,urban,7,51673.45983254619,43295.26015986331,0.1621373854166801,-0.2204140159498374,0.7816922789461794,369,140.0364765109653,57356.91607145452,1.1099879175368985,9,4,16,40392.7445775369,1,1,5,0.8676689848621421,10.5,3.9084613947308973,0.3,1
stable,retail,urban,7,109337.65866171633,98703.72926673369,0.09725770173919063,0.08328266362081654,0.122784757351798,581,188.18874124219678,33296.871296301826,0.3045325069500546,2,0,92,13424.997888192554,1,0,2,0.0373919499715972,1.0,0.245569514703596,0.4,1
growth,manufacturing,rural,7,114942.7514654421,93929.03284690835,0.1828189977238503,0.2433160783153889,0.4211287327000005,264,435.3892100963716,93750.20872990596,0.8156252354729151,2,1,80,48405.69525769276,1,0,1,0.34348322177284824,2.5,0.4211287327000005,0.6,1
seasonal,manufacturing,urban,6,80443.11945146059,43908.694113728256,0.4541647015538379,0.11696631329753258,0.6536753180154268,200,402.21559725730293,36105.231462573196,0.4488293306969418,1,1,84,52583.68168958646,1,0,3,0.2933886554779746,2.0,1.9610259540462804,0.6,1
growth,manufacturing,urban,4,72554.64334742012,56887.37834471882,0.21593745458413027,0.4200469730921212,0.3779685691074083,536,135.363140573545,120481.9935020695,1.6605690269216047,2,0,92,27423.374728122722,0,0,4,0.6276428990096402,1.0,1.5118742764296331,0.6,1
